,Unnamed: 0,Tweets,Dates,Longitude,Latitude,Sentiment
0,0,"It was great to host our colleagues from @EC_StockholmRep today at our premises.

Talked about our mission and poss… https://t.co/sPfc9ekcMQ",2020-01-16,4.334393695822375,11.970804207111229,neutral
1,1,#phep #globalhealth #Ebola #smem https://t.co/M3yjsPeR46,2020-01-16,-7.828623949656961,10.650561153425981,positive
2,2,#Ebola in #DRC . Cases traced to Mabalako still fueling DRC Ebola outbreak https://t.co/R1TTcNymSf,2020-01-16,5.680832261090046,8.634894460674948,neutral
3,3,"My first opinion piece for 2020 is for Project Syndicate @ProSyn : 👉👉 Why an #Ebola Vaccine Is Not Enough.
https://t.co/4SHKubijCc",2020-01-16,0.23400009488819862,11.930437828334703,neutral
4,4,"Ease of movement in #DRC allows people to put food on the table, keep children in school, sell goods &amp; seek refuge… https://t.co/OiM6QYl4Ej",2020-01-16,-0.00461998016986076,9.648309811326582,neutral
5,5,Advanced #Diagnostics for Infectious Disease's final program is now online! Our opening session features… https://t.co/RzUX36vOm4,2020-01-16,4.209812320532083,11.265907738138013,neutral
6,6,Great to see strong interest in excellent learning shared through #GettingtoZero @gatesfoundation #Ebola https://t.co/MPJCLmt9M0,2020-01-16,4.385977071430318,10.981494335989098,positive
7,7,Human transmission of #WuhanPneumonia may be occuring as #Japan @NHKWorld_News confirms first case of #coronavirus… https://t.co/e544cklLu9,2020-01-16,-1.5294792064854708,9.21668032811717,neutral
8,8,Cases traced to Mabalako still fueling DRC #Ebola outbreak https://t.co/RQq7RWpKEG,2020-01-16,5.146827375824015,9.24340514402659,neutral
9,9,"La enfermedad X podría matar a millones - advertencia de Bill Gates
La guerra NUCLEAR no es la mayor https://t.co/66T3BG0NTH #ebola",2020-01-16,6.196371480742035,10.969950482046379,neutral
10,10,"This is about trust, no social media strategy is going to fix broken trust. Its much deeper. How #war and… https://t.co/URenIo3Y8x",2020-01-16,2.407814146024977,10.586014314916953,positive
11,11,"30 nuevos medicamentos aprobados en 2019 por la @EMA_News:

🔸 1/3 corresponden a las áreas de #hematología y… https://t.co/2MS92eERGI",2020-01-16,11.402084923962143,11.11839484376196,positive
12,12,"As global focus shifts to #WuhanSARS, good time to remember @WHO @MSF
@WHOGOARN partners and multiple responders st… https://t.co/4EYrvuHvTG",2020-01-16,1.3710095188787879,10.376512167176546,neutral
13,13,"”During a Public Health Emergency like the #Ebola virus the media has to be very careful on how they report it, dur… https://t.co/aCZIGlDwqX",2020-01-16,2.4591690621441114,11.726417077538748,neutral
14,14,Three new confirmed #Ebola cases @WHO @MinSanteRDC https://t.co/pQ4yDtndkJ,2020-01-16,1.862182594428024,10.187422404387306,neutral
15,15,"@ombaggio Thank you for the conversation! What is specific to Eastern Congo that warrants a different approach, whi… https://t.co/MTisAtuC38",2020-01-16,5.826517638804692,10.689325210812042,negative
16,16,Human Transmission Of New Coronavirus May Be Occuring; Ebola Outbreak Stabilizes https://t.co/Ti4FmO91AV… https://t.co/J1UpXXu67n,2020-01-16,8.144164726564274,8.59412221234502,neutral
17,17,#Ebola en #RDC        https://t.co/XOq82C1HMd,2020-01-16,8.972216663373082,9.193005951869225,neutral
18,18,"This update includes news on the #Ebola vaccine, #infectious disease in China, #dengue in SEA, #tobacco control,… https://t.co/vxDmJCAlvr",2020-01-16,4.072398340932636,7.959346421851814,positive
19,19,"Amahugurwa y’abanyamakuru kuri Ebola: Abanyamakuru bakwiye kuba nyambere mu gutanga amakuru yizewe, kugenzura neza… https://t.co/atS2SZRu2G",2020-01-16,2.1456096416489756,8.85640373553935,neutral
20,20,"La Enfermedad X necesita investigación urgente como el Ébola 2019
Las enfermedades virales son una de las https://t.co/S0cEP9nWUK #ebola",2020-01-16,2.007730580876458,9.34865609414102,negative
21,21,Journalists from different media houses are being  enlightened on how to report public health emergencies… https://t.co/TqTwAl71mi,2020-01-16,1.1009404097393278,11.255347436037656,positive
22,22,Journalists from different media houses are being  enlightened on how to report public health emergencies… https://t.co/jRTGecIuOX,2020-01-16,6.010678101912202,9.655113259869013,neutral
23,23,"""El #Ebola mata dos veces"".
Artículo de @Hache_Hache 
https://t.co/ueSFTopdb1",2020-01-16,3.5401926801080066,11.456483115468247,positive
24,24,"“Media will internationalize a Public Health crisis and this will help in tackling it... “ -Rajat Madhok 

#Ebola… https://t.co/WEyWl1Odap",2020-01-16,11.524986277087667,11.522646277453296,neutral
25,25,"@VincentCrypt46 @Jordan_Sather_ Virus?  #Ebola
Vaccine by J&amp;J approved JUST LAST WEEK 

https://t.co/b7u0452GaA

An… https://t.co/JJ6N75CgEk",2020-01-16,8.93839624179581,8.437263769433038,neutral
26,26,"“In early 80s and 90s American Journalists massively informed the world about HIV,  never underestimate the role of… https://t.co/5eB5urnWxX",2020-01-16,10.592534692191098,9.224611811613647,neutral
27,27,"@RajatMadhok : the media helps set the agenda, monitors appropriateness of response to the emergency and helps to '… https://t.co/ZH81Scgz6d",2020-01-16,4.340062330096652,10.295411315883761,neutral
28,28,@unicefrw communication Expert shared his experience on the role of Mass Media in informing the public about the pr… https://t.co/buaXW3Teu9,2020-01-16,4.52400105042347,10.681225146698909,neutral
29,29,#Ebola-Ausbruch: Tod aus dem Regenwald https://t.co/7iwbl2Fo3n https://t.co/2jb5OZTCiw,2020-01-16,1.6434555397440138,10.08243229952366,neutral
30,30,“The Mobile Journalism is and will be key in informing communities about a certain Public Health Emergence like… https://t.co/o4Gw3Tw5gE,2020-01-16,7.966307960036392,12.880148415796086,neutral
31,31,"With @RBCRwanda and @arjrwanda, we're training journalists from across Rwanda on #Ebola. 

#TwirindeEbola https://t.co/LsCz7sSdFl",2020-01-16,8.106040301682583,10.422762993845957,neutral
32,32,Zones de santé les plus affectées par le #virus #Ebola en #RDC et nombre de #vaccinations effectuées https://t.co/2IyVqjaegm,2020-01-16,0.48509420541784287,8.961525171230319,neutral
33,33,Local and international journalists being empowered with knowledge on how to better report public health emergencie… https://t.co/k1MyXlz0n6,2020-01-16,6.0752163454948915,10.476689440779229,neutral
34,34,Cumul des cas d '#Ebola en #RDC au 14 janvier 2020 https://t.co/3pgeVkkJOH,2020-01-16,-3.0747255604363177,9.113582222997472,neutral
35,35,Suivi de l '#épidémie d' #Ebola en #RDC au 15 janvier 2020 https://t.co/hVbgL0SE3Q,2020-01-16,5.392125388242475,9.437913315007446,neutral
36,36,Mr @AldoHavugimana chairman of @arjrwanda officiated a 3 days training of Journalists on Ebola prevention. He insis… https://t.co/CarV6BzXdD,2020-01-16,6.981142898598263,9.420812138197158,neutral
37,37,@RwandaHealth spokesman Kayumba: Media is a core partner in preventing and preparedness for epidemics. #Ebola #Rwanda @unicefrw @arjrwanda,2020-01-16,0.4115713508811485,11.201844694173058,neutral
38,38,"“You will never report or write on Public Health Threat like #Ebola when you don’t even understand the Virus, Commu… https://t.co/PEBwm4Amdl",2020-01-16,5.297167026650616,12.081865175295187,neutral
