,title,pubdate,Latitude,Longitude
253,RT @CDCgov: Sierra Leone is fighting #Ebola and educating its residents one big idea at a time. This week\'s #EbolaBigIdea is SAFE BURIALS S…,11/12/2014 22:49:07,-3.2550535780195196,20.323912183202488
254,Find out what\'s being done to honor the 1st US patient who died from the #Ebola virus at 10 #charlotte #clt @myfoxdfw http://t.co/yXr7fxK2rL,11/12/2014 22:48:56,-5.812801628997017,21.983505632845503
255,Our #hospital is safer since #Ebola #bonsecours #stfrancis,11/12/2014 22:48:51,-1.6996514086490788,20.64151051715953
256,"#Ebola death toll tops 5,000; steep rise in Sierra Leone cases: WHO http://t.co/PgOHIkxHOr via @feedly",11/12/2014 22:48:48,-2.9784560346302564,23.13793951968302
257,Interactive #Ebola outbreak timeline http://t.co/TkAhI4oeu6,11/12/2014 22:48:45,-5.111777770808378,18.67270219769666
258,ChuckCJohnson joins me #GOTNEWS #EBOLA #FERGUSON #UPDATES #TCOT LISTEN-&gt; http://t.co/AvEWODyU4R,11/12/2014 22:48:36,-4.635459495106823,21.520644947591958
259,"Fun Fact: Bea told me she prefers hanging out with black boys instead of me, her Bestfriend. #ebola #wut",11/12/2014 22:48:31,-3.7080545482712486,22.26191121683213
260,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:48:31,-6.750059513128701,19.39643125528518
261,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,11/12/2014 22:48:30,-4.160056273564915,24.897430967914445
262,RT @DavidFisman: @AMREFCanada thanks for an amazing and stimulating evening.  Great discussion on #ebola in context.,11/12/2014 22:48:06,-5.367970846394435,24.024676783767426
263,RT @ONECampaign: SHOCKING: One in 7 women risk dying in #childbirth in #Ebola-hit countries  http://t.co/nf2gA7CQxC via @Reuters http://t.c…,11/12/2014 22:48:06,-6.728652010910021,22.01938912439012
264,RT @EbolaOutbreakUS: RT Minnesota loses track of people being Monitored for Ebola in #Minnesota ! http://t.co/64BJkQKcRG #Ebola Gander Moun…,11/12/2014 22:47:52,-3.815918056843172,21.31423590359739
265,“@YouAintBaut_It: @kyledrane  😂😂😂😂😂😂😂” now get out my mentions and get to the doctor. #ebola,11/12/2014 22:47:40,-5.38819799210816,24.33899501946113
266,"First Outbreak Quashed, #Ebola Reappears in #Mali  http://t.co/PfzAmGS78Z via @nytimes",11/12/2014 22:47:35,-3.0759215908246533,24.422454879609386
267,"RT @Scrivener3: #Ebola Outbreak Deaths Pass 5,000TOTAL DEATHS = 5,160INFECTED = &gt; 14,000http://t.co/TDsJCuMtsG http://t.co/Z4hgwzgnBl",11/12/2014 22:47:29,-1.5187713770259887,21.848978476639225
268,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:47:22,-4.329890489301756,19.667964837909324
269,Review Into £200K Academy Heads\' Salaries http://t.co/eHZ9CqnZil #skynews #ebola #iphonewallpaper #hdwallpaper,11/12/2014 22:46:56,-8.152857151248696,20.183969417988177
270,RT @GOPTeens: #Teens: Elect a #Republican Senate -- less #American cases of #Ebola.#Coincidence?,11/12/2014 22:46:44,-3.2747877691534106,19.7960941421309
271,"RT @KentPage: Sierra Leone: #Ebola social mob work coordinated by @UNICEFSL has put out 200K posters, 40K factsheets &amp; 1.5M SMS http://t.co…",11/12/2014 22:46:26,-6.760856805772351,18.814582343564453
272,"@andrewwlittle: more important issues facing humanity? #Ebola #SyriaCrisis. If we can\'t solve those, be thankful we can do #CometLanding",11/12/2014 22:46:25,-4.791957434671916,20.00733281145475
273,unbelievable RT @steve1johnson: This is staggering...Eyewitness to Hell: Life in #Ebola-Ravaged Liberia http://t.co/qvLGRQZIH6,11/12/2014 22:46:16,-6.3016133120984446,17.17820712746693
274,"RT @loudobbsnews: The #Obama WH needs $6.2B to fight #Ebola, but the @UN is only asking for $1B.  Sen @JohnBoozman explains #LouDobbsTonight",11/12/2014 22:46:13,-3.7482161249853188,20.19859306203754
275,RT @PlexusVentures: #Fujifilm says its #flu drug is an #Ebola solution in waiting - @FierceBiotech: http://t.co/Hg81TiIGrc #biotech,11/12/2014 22:46:06,-3.57448510684769,22.823885105776167
276,@AHAhospitals urges Congress to dedicate funding for #hospital #Ebola preparedness http://t.co/y5O4VxKcwj,11/12/2014 22:46:02,-3.1670177261188184,22.717785509321207
277,"RT @WhySharksMatter: #ProTip Parents, believe your children when they talk about imaginary friends, they may be #ebola carriers. #OutbreakC…",11/12/2014 22:45:46,-2.654351427749945,18.93190064118549
278,Online Homeland security: #Sierra #Leone - #Ebola Virus Disease http://t.co/aqECv6lMu8,11/12/2014 22:45:40,-5.427559615531252,19.413677759132305
279,RT @girlslovecj_: Hot Nigga Remix😂@Mrsamiamtv #shmoneyremix  #AfricansBeLike #Ebola https://t.co/AKJt61yLTl,11/12/2014 22:45:33,-3.324916663734224,18.796187861784034
280,RT @blacklooks: A history of medical killers in #Africa #Ebola #HIV #poison #sterilisation http://t.co/5YMrdH0j86 cc @ducorwriter V/ @afriq…,11/12/2014 22:45:30,-0.5311614881923257,22.017394210727915
281,"RT @WhySharksMatter: #ProTip Parents, believe your children when they talk about imaginary friends, they may be #ebola carriers. #OutbreakC…",11/12/2014 22:45:28,0.1949810042075475,23.683665903115134
282,Be careful or you may catch \'Fearbola\' http://t.co/QMfz3HvUyg via @HuffPostCaLiv #cdnpoli #cdnhealth #ebola #publichealth #scicomms,11/12/2014 22:45:22,-7.4533362235963825,25.590787262186794
283,Ebola Outbreaks Hot Spots💀http://t.co/lwD18ZJko1💀 #Ebola #Africa #RedCross #WHO #UN #USA #UK#Canada #Australia #RT,11/12/2014 22:45:22,-2.180544569447163,25.67382833429062
284,RT @YannMSF: #Ebola: #MSF Online Briefing Now Available to the Public  http://t.co/WqSnY8W8hL http://t.co/Qo9BVL3FrC,11/12/2014 22:45:19,0.1266609287063689,22.46698686500857
285,RT @ONECampaign: SHOCKING: One in 7 women risk dying in #childbirth in #Ebola-hit countries  http://t.co/nf2gA7CQxC via @Reuters http://t.c…,11/12/2014 22:45:16,-5.382514898594147,22.29897676689283
286,#Ebola victim Eric Duncan’s family has settled $$$ with Dallas hospital.TX has a cap on Frivolous lawsuits anyway.  http://t.co/NNcJ1yRC2M,11/12/2014 22:45:09,-4.728430207469801,23.612301996297656
287,RT @mercycorps: Skyrocketing food costs &amp; a decrease in income are part of the economic toll caused by #Ebola. Read more: http://t.co/Zv14Q…,11/12/2014 22:45:06,-6.270068698473262,21.08765443870991
288,"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",11/12/2014 22:45:04,-4.705066799135463,22.342760152111804
289,"RT @RT_com: #Ebola death toll surpasses 5,000 - WHO http://t.co/vdsIIjJoQE http://t.co/NvufkGGuCm",11/12/2014 22:44:58,-6.696907470491565,18.544409251469702
290,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:44:42,-7.322779898380941,20.960324453705216
291,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11/12/2014 22:44:36,-3.156785223469849,20.64379037696721
292,Online Homeland security: #Sierra #Leone - #Ebola Virus Disease http://t.co/k6cGqoKXcY,11/12/2014 22:44:24,-7.15857310697036,20.5083401964585
293,RT @CDCgov: #CDCintheField from Jana: Presenting outline of social mobilization activities to increase public awareness on #Ebola http://t.…,11/12/2014 22:44:11,-4.27252387376882,23.023067727959877
294,RT @PolitiFact: Release of NY doctor means there are no known cases of #Ebola in the U.S. Here\'s our most recent checks on the virus. http:…,11/12/2014 22:44:07,-2.933645785071474,18.668926081739595
295,"RT @WhySharksMatter: #ProTip Parents, believe your children when they talk about imaginary friends, they may be #ebola carriers. #OutbreakC…",11/12/2014 22:44:01,-0.5417342494968209,22.39553885087976
296,#Ebola death toll passes 5000 - Belfast Telegraph http://t.co/MqicspyMnd,11/12/2014 22:43:47,-1.3625521956890299,24.938887350645764
297,RT @SusanWojcicki: Google matches $2 for every $1 donated in the fight against Ebola. Join the fight! #Ebola http://t.co/B8DLzqFLv4),11/12/2014 22:43:47,-8.074073624191918,21.09681557116142
298,RT @EbolaPlan: #Ebola Ebola: for-profit disaster capitalists are already out looking to make money f  http://t.co/pJ6a8MhvlO http://t.co/tl…,11/12/2014 22:43:44,-4.582274833243351,21.953794019918597
299,RT @EI_EcoNewsfeed: .@EcoInternet Mali reports 2 new #Ebola deaths in capital: Canadian Press http://t.co/Zf5xs6ihnK *MORE @EI_Ebola http:/…,11/12/2014 22:43:44,-5.228967858234549,24.44521804049005
300,"RT @MelissaTweets: If #Ebola and #Gruber tweet on Twitter and media ignores it, do they exist?",11/12/2014 22:43:43,-3.0353959732748805,24.640660267720147
301,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:43:39,-3.0746459590308195,19.913833833206162
302,RT Minnesota loses track of people being Monitored for Ebola in #Minnesota ! http://t.co/64BJkQKcRG #Ebola Gander Mountain #mnwild #NYC,11/12/2014 22:43:35,-2.897283045467044,20.978865268057955
303,RT @advtecllc: @GulpClearWater  #technology to #STOP #EBOLA #savetheworldswater and our #Earth is here! http://t.co/bbh0Nbsgp1 WHO CARES? T…,11/12/2014 22:43:21,-4.690253200916207,21.196849209715005
304,"RT @WhySharksMatter: #ProTip Parents, believe your children when they talk about imaginary friends, they may be #ebola carriers. #OutbreakC…",11/12/2014 22:43:12,-7.6770126755839385,20.634576161970156
305,"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",11/12/2014 22:43:11,-9.015475996671967,19.930069887855314
306,#OtherExcusesForDemLosses Libs were afaid #Ebola was in the voting booths,11/12/2014 22:43:06,-1.460654328341795,22.69035968981083
307,RT @gemhq: @BTCAgainstEbola uses #Bitcoin donations hub to reduce #remittance fees &amp; better fund the global fight against #Ebola http://t.c…,11/12/2014 22:42:48,-5.820306619718898,22.425246600423414
308,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:42:47,0.21981010544774193,21.739973016207138
309,RT @CDCgov: Unsafe burial practices are a major cause of new #Ebola cases in Sierra Leone. This week\'s #EbolaBigIdea is SAFE BURIALS SAVE L…,11/12/2014 22:42:46,-2.0626891946256336,22.15803583090334
310,"RT @duracelqc: PBO get elected, spike in gun sales, why are\""Whites\""men afraid? Healthcare heroes treating #Ebola patient, detained. Now #Fe…",11/12/2014 22:42:43,-3.9919603218759883,22.433685671144964
311,"RT @DrFriedenCDC: Emerging disease threats, incl #Ebola, remind us of the impt of detecting, controlling &amp; reporting diseases early &amp; effic…",11/12/2014 22:42:42,-2.9066094002676097,21.26899289761423
312,"RT @RT_com: #Ebola death toll surpasses 5,000 - WHO http://t.co/vdsIIjJoQE http://t.co/NvufkGGuCm",11/12/2014 22:42:37,-3.565189847947961,24.172364289000132
313,RT @Dr_Ran: #Ebola #NPC1 RT @physorg_com: Researchers find \'key\' used by ebola virus to unlock cells and spread deadly infection http://t.c…,11/12/2014 22:42:18,-4.004538365181039,18.70787855850101
314,RT @JermaineWatkins: This: See... I knew #Ebola was a bigger worldwide threat than they admitted at jump. http://t.co/rtKgzXzwjk,11/12/2014 22:42:13,-4.8928571419268145,21.017955076703487
315,@NicoleCOP thought you might be interested in new data on private giving to #Ebola v. private giving for other crises http://t.co/adwvaZWGXX,11/12/2014 22:42:08,-1.2018263059463368,20.706454552552295
316,"RT @ONECampaign: NEWS: More than 14,000 #Ebola cases (including 4 now confirmed in Mali) &amp; more than 5,100 deaths http://t.co/WWxHYheIOS vi…",11/12/2014 22:41:56,-1.2052069468270097,22.771972270717047
317,"@ReIntonation also, Facebook is asking me for donations for #Ebola while it is clearly a #falseflag. You think I\'m dum, @facebook?",11/12/2014 22:41:55,-5.013425673109225,23.483185056548628
318,"RT @DrFriedenCDC: Sen. Bill Frist, MD: “No time for complacency” in must-read new op-ed on #Ebola response: http://t.co/mp6iNzT9LD @FoxNews",11/12/2014 22:41:53,-4.663145876593924,20.333069393283335
319,"RT @MelissaTweets: If #Ebola and #Gruber tweet on Twitter and media ignores it, do they exist?",11/12/2014 22:41:49,-3.690130652872275,24.112261960782885
320,#Ebola Ebola: for-profit disaster capitalists are already out looking to make money f  http://t.co/pJ6a8MhvlO http://t.co/tlKkcTHqN6,11/12/2014 22:41:44,-8.84506248913257,21.19069703872454
321,RT @Reslizumab: No evidence that the Ebola vaccine causes autism!👪👪👪👪#autism #aspergers #healthcare #CDCwhistleblower #Ebola👪👪👪👪http://…,11/12/2014 22:41:39,-4.181975371859535,20.30311328052641
322,RT @CDCgov: Sierra Leone is fighting #Ebola and educating its residents one big idea at a time. This week\'s #EbolaBigIdea is SAFE BURIALS S…,11/12/2014 22:41:19,-6.132389900955607,21.863703572867962
323,RT @MoNscience Cld u walkthru #Ebola ward w/o catchng virus? video game could teach u how.http://t.co/uwluXlv8zr @nprGlobalHealth @shiftlabs,11/12/2014 22:41:10,-1.6632059868710223,21.777492303673206
324,RT @MoNscience Cld u walkthru #Ebola ward w/o catchng virus? video game could teach u how.http://t.co/DJNV8crBKv @nprGlobalHealth @shiftlabs,11/12/2014 22:41:10,-2.2506830911537623,19.872158559118837
325,A history of medical killers in #Africa #Ebola #HIV #poison #sterilisation http://t.co/5YMrdH0j86 cc @ducorwriter V/ @afriquiana86,11/12/2014 22:41:06,-5.023700343561293,23.9734286753467
326,"#ProTip Parents, believe your children when they talk about imaginary friends, they may be #ebola carriers. #OutbreakChat",11/12/2014 22:41:05,-2.488949534538671,21.15704063836907
327,"#Ebola Fears, Start Of #Flu Season Spur Jump In Sales For Clorox Disinfectant Wipes http://t.co/ZShy3KwXgE #data #cbssf #virus #health",11/12/2014 22:40:59,-3.9590010244630873,18.934987606106322
328,RT @JermaineWatkins: This: See... I knew #Ebola was a bigger worldwide threat than they admitted at jump. http://t.co/rtKgzXzwjk,11/12/2014 22:40:58,-5.855865960243969,18.047056582997648
329,"RT @archietse: After weeks of fewer #Ebola cases in Liberia, @WHO says it appears “trend is real” http://t.co/cHEArMXp33 http://t.co/RRjtnf…",11/12/2014 22:40:57,-7.620288455130796,22.253938346045924
330,"Fake \""pandemics\"" are another game of mind control!http://t.co/nN0IdWpmIn #news #fraud #lies #TGDN #pjnet #tcot #ccot #waar #ebola",11/12/2014 22:40:56,-6.589338768219944,18.258229050606285
331,I don\'t understand the fuss over the #CometLanding. Surely there are infinitely more important issues facing humanity. #Ebola #SyriaCrisis,11/12/2014 22:40:48,-6.42247876714916,26.48009634499728
332,@danieltosh until you cute #ebola I\'m only watching reruns. I\'m that cool.,11/12/2014 22:40:42,-0.809956783457134,18.34260983789551
333,Online Homeland security: #Senegal - #Ebola Virus Disease http://t.co/1awbnLEr2k,11/12/2014 22:40:37,-6.977587545227989,24.517753698962917
334,Watching @SouthPark #RandyIsLorde #alexfromtarget #rachelfromwalgreens #hashtag #Ebola,11/12/2014 22:40:35,-4.7969099275153555,23.30011094963016
335,"RT @AllergyKidsDoc: Actual discussion:Parent \""I want #Ebola vaccine for my child\""Doc \""There isn\'t one, but we have #flushot\""Parent \""We d…",11/12/2014 22:40:23,-2.873968572175024,28.644409413068207
336,@AMREFCanada thanks for an amazing and stimulating evening.  Great discussion on #ebola in context.,11/12/2014 22:40:23,-3.1490936217417063,22.679025267080572
337,"#Ebola Outbreak Deaths Pass 5,000TOTAL DEATHS = 5,160INFECTED = &gt; 14,000http://t.co/TDsJCuMtsG http://t.co/Z4hgwzgnBl",11/12/2014 22:40:19,-1.4086226760113334,20.350741168490398
338,This: See... I knew #Ebola was a bigger worldwide threat than they admitted at jump. http://t.co/rtKgzXzwjk,11/12/2014 22:40:16,-4.580229030885723,20.17442986932397
339,Heat limits time doctors can spend in PPE to treat #ebola patients. @USAID @WhiteHouse challenge: design better suit http://t.co/9pkHzixmWB,11/12/2014 22:40:09,-2.632810833104175,22.07401996802298
340,RT @hp_ems: We\'re so bad at assessing real risk. #Ebola http://t.co/4x5zPkA8JK via @Cowan4President,11/12/2014 22:40:08,-4.8917636973462555,21.884177393241792
341,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11/12/2014 22:39:54,-0.5697504016625747,25.599131193088002
342,"Perspective: #Ebola is rampant in west Africa while American scientists are busy discovering the \""stupidity\"" virus: http://t.co/dGyGmB8fGI",11/12/2014 22:39:52,-7.348162349057752,22.09071276529311
343,RT @Oritavancin: No evidence the Ebola vaccine causes autism!#autism #aspergers #Psychiatry #healthcare #CDCwhistleblower #ebolahttp://…,11/12/2014 22:39:42,-1.8683312486491994,22.59775901221318
344,"PBO get elected, spike in gun sales, why are\""Whites\""men afraid? Healthcare heroes treating #Ebola patient, detained. Now #Ferguson WTH, w/RW",11/12/2014 22:39:37,-0.5291467276140174,21.48144825821927
345,"RT @KCBSNews: #Ebola fears, start of #flu season spur jump in sales for Clorox disinfectant wipes http://t.co/pFERvhzM1c",11/12/2014 22:39:09,-2.3595585025725048,21.4953287368356
346,"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",11/12/2014 22:39:07,-6.6914390435613775,22.552745236557314
347,"RT @AMREFCanada: @DavidFisman giving the #AmrefCoffehouse crowd an overview of Ebola -it\'s history, how it is spread #Ebola",11/12/2014 22:39:06,-2.0271580889317504,22.09093000659052
348,Online Homeland security: #Senegal - #Ebola Virus Disease http://t.co/z3DP2aIsQF,11/12/2014 22:39:05,-7.401300469603987,22.122896144867262
349,RT @AskCheyB: VIDEO: #EbolaLoveStory Can #CraigSpencer #MorganDixon romance survive #Ebola? http://t.co/XgjA2A1opL  @ChasingNJ @FOX29philly…,11/12/2014 22:38:59,-5.423698354042896,23.360287677062875
350,RT @EI_EcoNewsfeed: .@EcoInternet Mali reports 2 new #Ebola deaths in capital: Canadian Press http://t.co/Zf5xs6ihnK *MORE @EI_Ebola http:/…,11/12/2014 22:38:42,-4.542497243575526,24.438540956991897
351,"RT @AllergyKidsDoc: Actual discussion:Parent \""I want #Ebola vaccine for my child\""Doc \""There isn\'t one, but we have #flushot\""Parent \""We d…",11/12/2014 22:38:29,0.19070660650343907,22.567572356353732
352,"RT @africarenewal: #WestAfrica on brink of major food crisis in wake of #Ebola outbreak, warns UN special rapporteur http://t.co/5MN3mYeGmw…",11/12/2014 22:38:21,-3.7814634069250253,21.46241431120215
353,I\'m not a nurse or MD but would want to help on the ground in west Africa in the #ebola fight. But how @msf ?,11/12/2014 22:38:19,-6.212862755504638,21.460640687778405
354,"Swimming, touching, and per diems - stories from the #Ebola response in West Africa. https://t.co/owxFcSe2FC on @aid_leap",11/12/2014 22:38:16,-4.602514529543332,23.994383614317158
355,#pray #hope #Ebola #victims #death #toll #outbreak #rises African - Hope - Devotion riddim [Tribute Song ] http://t.co/uRemrmxPc2,11/12/2014 22:38:09,-3.6129901984052903,23.39953210441095
356,"UAB nixes university-funded trips Sierra Leone, Guinea, Liberia over #ebola concerns http://t.co/nDj0PwSbVX http://t.co/LWS2osweBt",11/12/2014 22:38:08,-2.588436466206259,21.431129227138733
357,RT @EI_EcoNewsfeed: .@EcoInternet Mali reports 2 new #Ebola deaths in capital: Canadian Press http://t.co/Zf5xs6ihnK *MORE @EI_Ebola http:/…,11/12/2014 22:38:05,-3.1842250489419777,22.292545258909
358,People talking about #EBOLA is getting annoying,11/12/2014 22:38:04,-1.9216876553749516,21.52299683885317
359,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:38:03,-2.0812560444822994,21.541495645956164
360,This is #BS. Can the USA sue Duncan\'s estate for bring #Ebola here? How bout the 2 nurses who got sick. #FHim https://t.co/8iT2qE2IN3,11/12/2014 22:38:00,-4.650256088200818,22.14387707920885
361,"RT @WhySharksMatter: Interesting, some of the symptoms of #Ebola (bleeding from eyes, passing out, vomit) are also symptoms of watching thi…",11/12/2014 22:37:40,-3.3901485522110066,21.99484906316813
362,"RT @WhySharksMatter: Interesting, some of the symptoms of #Ebola (bleeding from eyes, passing out, vomit) are also symptoms of watching thi…",11/12/2014 22:37:38,-1.6962902438718928,21.068099843845943
363,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11/12/2014 22:37:32,-4.880066746583315,19.37942923310772
364,"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",11/12/2014 22:37:31,-9.393500352339782,24.258381262612048
365,"Interesting, some of the symptoms of #Ebola (bleeding from eyes, passing out, vomit) are also symptoms of watching this movie #OutbreakChat",11/12/2014 22:37:28,-4.185335352948862,24.40974266438261
366,RT @hniman: #Ebola nosocomial cluster in Pasteur Clinic in Bamako Mali grows to five #EbolaOutbreak CIDRAP http://t.co/3BtjBU0Cc9,11/12/2014 22:37:25,-5.20539057580205,22.07284882919426
367,RT @EI_EcoNewsfeed: .@EcoInternet Mali reports 2 new #Ebola deaths in capital: Canadian Press http://t.co/Zf5xs6ihnK *MORE @EI_Ebola http:/…,11/12/2014 22:36:38,-6.930051604996931,20.480733799701312
368,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11/12/2014 22:36:38,-6.342999772196993,19.300858005949248
369,RT @bill_easterly: Bono brings back ‘Do They Know It’s Christmas?’ 4 #Ebola; it wasn\'t insulting enough the 1st time. http://t.co/xAEMEznZUK,11/12/2014 22:36:35,-3.0731819578006805,20.742060447649884
370,"\""@RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/fQlbLT0T6u http://t.co/G4XOzXZrpa\"",""\""@RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/fQlbLT0T6u http://t.co/G4XOzXZrpa\"",""Twitter for Android",11/12/2014 22:36:35,-2.9267927370567826,20.62751263903516
371,RT @UNFPA: .@UNFPA is recruiting skilled maternal health volunteers to serve in #Ebola affected countries. Interested? http://t.co/MT3mdRna…,11/12/2014 22:36:34,-6.984055025737861,22.819207524308514
372,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:36:31,-1.5535213567979143,22.958332681536348
373,@cnnbrk @CNN @FOXTV @msnbc did we fix #Ebola ? We\'ve been awfully quiet after the elections...hmm,11/12/2014 22:36:28,-2.105125699235093,21.411749510602867
374,#WeCanLandOnACometButWeCant cure #ebola,11/12/2014 22:36:25,-3.7799846857493473,20.626242275448917
375,RT @jasonwheelertv: Looked thru #Ebola lawsuit. No damage amount was specified. And still no word on the amount of settlement between Dunca…,11/12/2014 22:36:17,-4.987306043064461,24.840548273029924
376,"Not ONE case of #Ebola in America presently.
Surprised? You've been watching TV 'news', then.
There's your problem.",11/12/2014 22:36:14,-5.228004255789282,23.397239312044338
377,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:36:11,-0.42124305926446093,19.481254640307704
378,Sobering re #HIV lessons from @H20Melb 14 die a day in Oct 2014 in west Africa from #ebola but 685 on same day from #HIV/AIDS,11/12/2014 22:36:04,-3.4823420730277013,18.689348430211737
379,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11/12/2014 22:35:59,-3.8970369933174887,26.681624710436203
380,"\""@RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/RqQFhm3uRL http://t.co/9mDrtnOJFK\"",""\""@RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/RqQFhm3uRL http://t.co/9mDrtnOJFK\"",""Twitter for Android",11/12/2014 22:35:57,-5.596961580464645,22.936836216506748
381,"Next week should be a lot of fun… #amnesty, #Fergsuon, #ebola, #Benghazi , #irs, #holder",11/12/2014 22:35:54,-3.5848654471075054,23.051377560584807
382,RT @mercycorps: Skyrocketing food costs &amp; a decrease in income are part of the economic toll caused by #Ebola. Read more: http://t.co/Zv14Q…,11/12/2014 22:35:39,-5.004380911823481,22.70682672463037
383,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,11/12/2014 22:35:35,-6.2787650337604095,21.48409918031073
384,"RT @BPForumMag: \""The virus is more nimble than the human response to it.\"" Govts &amp;orgs strive to be as agile as #Ebola http://t.co/FN59LYlKch",11/12/2014 22:35:09,-2.9414243070348407,20.787790599667606
385,"#Ebola Death Toll More Than 2,900 —WHO... http://t.co/vipFPVodvG #ebolatreatment #ebolavictims",11/12/2014 22:35:07,-5.0364930455169,19.248400617599515
386,"#Ebola Could Strike 20,000 In... http://t.co/QR4WRlWHIk #StudyonEbola",11/12/2014 22:35:07,-5.95517412545351,25.992573241569836
387,#Ebola #Imam : 28 health care workers had contact with the deceased patient at the Clinic in #Bamako are being placed under observation.,11/12/2014 22:35:06,-11.727678450748218,23.471132232908726
388,Online Homeland security: #Nigeria - #Ebola Virus Disease http://t.co/20uQSIhYkh,11/12/2014 22:34:40,-3.224206692366159,20.91005545778655
389,RT @hp_ems: We\'re so bad at assessing real risk. #Ebola http://t.co/4x5zPkA8JK via @Cowan4President,11/12/2014 22:34:40,-0.4963030787478031,20.749193884342006
390,#ebola Ebola: for-profit disaster capitalists are already out looking to make money from misery | Antony Loewenstein http://t.co/x14hDFjfAd,11/12/2014 22:34:39,-4.8545234904978845,20.254381797062607
391,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11/12/2014 22:34:26,-4.295299540608201,22.067166844325442
392,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,11/12/2014 22:34:26,-4.519560812516361,20.547926349113226
393,Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gpuCjNJZyL,11/12/2014 22:34:22,-7.1383909311218545,19.31186884377769
394,RT @AJConsiderThis: Was the panic over #Ebola more virulent than the disease? http://t.co/LINv5xsMsm @VUMChealth\'s Dr. William Schaffner jo…,11/12/2014 22:33:41,-4.400787992803334,25.975569768719915
395,Online Homeland security: #Nigeria - #Ebola Virus Disease http://t.co/zGOQlcgOcr,11/12/2014 22:33:37,-3.498796380663155,19.486507121365694
396,#EBOLA has been trending 30min on the OUTBREAK page http://t.co/3P1gzZ03k7 #Tweetzup,11/12/2014 22:33:29,-4.743848300608509,23.520283982628406
397,"RT @MelissaTweets: If #Ebola and #Gruber tweet on Twitter and media ignores it, do they exist?",11/12/2014 22:33:25,-3.228890278841355,23.43865025546804
398,RT @WSJ: Behind the scenes at Bellevue’s #Ebola treatment ward: http://t.co/4Ee7DpsR3B http://t.co/CW8eIXjRfu,11/12/2014 22:33:23,-11.425790595015787,22.04115936278888
399,RT @SusanWojcicki: Google matches $2 for every $1 donated in the fight against Ebola. Join the fight! #Ebola http://t.co/B8DLzqFLv4),11/12/2014 22:33:19,-6.120732843285371,21.83879583986309
